From Book,From Book Number,From Chapter,From Chapter in Bible,From Verse Number,To Book,To Book Number,To Chapter,To Chapter in Bible,To Verse Number
1 Chronicles,13,28,365,9,Hebrews,58,10,1142,38
Psalm,19,31,508,19,Hebrews,58,10,1142,34
Psalm,19,110,587,1,Hebrews,58,10,1142,12
Proverbs,20,27,654,17,Hebrews,58,10,1142,24
Isaiah,23,43,721,25,Hebrews,58,10,1142,17
Isaiah,23,59,737,21,Hebrews,58,10,1142,16
Jeremiah,24,31,775,33,Hebrews,58,10,1142,16
John,43,14,1010,6,Hebrews,58,10,1142,19
Romans,45,12,1057,12,Hebrews,58,10,1142,36
Romans,45,12,1057,19,Hebrews,58,10,1142,30
Galatians,48,6,1096,9,Hebrews,58,10,1142,35
Philippians,50,1,1103,6,Hebrews,58,10,1142,35
Colossians,51,2,1108,17,Hebrews,58,10,1142,1
Hebrews,58,3,1135,13,Hebrews,58,10,1142,24
Hebrews,58,8,1140,10,Hebrews,58,10,1142,16
Hebrews,58,10,1142,25,Hebrews,58,10,1142,24
Hebrews,58,11,1143,1,Hebrews,58,10,1142,22
Hebrews,58,11,1143,1,Hebrews,58,10,1142,39
Hebrews,58,12,1144,1,Hebrews,58,10,1142,35
Hebrews,58,13,1145,6,Hebrews,58,10,1142,19
James,59,1,1146,3,Hebrews,58,10,1142,36
2 Peter,61,2,1157,20,Hebrews,58,10,1142,26
2 John,63,1,1164,8,Hebrews,58,10,1142,35
1 Samuel,9,15,250,22,Psalm,19,50,527,8
Jeremiah,24,29,773,12,Psalm,19,50,527,15
Jeremiah,24,33,777,3,Psalm,19,50,527,15
Haggai,37,2,910,8,Psalm,19,50,527,10
Luke,42,11,983,9,Psalm,19,50,527,15
1 Samuel,9,15,250,22,Ecclesiastes,21,5,663,1
Job,18,1,436,21,Ecclesiastes,21,5,663,15
Proverbs,20,4,631,23,Ecclesiastes,21,5,663,13
1 Samuel,9,15,250,22,Isaiah,23,1,679,11
Isaiah,23,43,721,25,Isaiah,23,1,679,18
John,43,9,1005,31,Isaiah,23,1,679,15
James,59,1,1146,27,Isaiah,23,1,679,16
1 Samuel,9,15,250,22,Matthew,40,23,951,23
Proverbs,20,29,656,23,Matthew,40,23,951,12
Haggai,37,2,910,12,Matthew,40,23,951,19
Matthew,40,6,934,1,Matthew,40,23,951,5
Matthew,40,11,939,28,Matthew,40,23,951,4
Mark,41,10,966,43,Matthew,40,23,951,8
Philemon,57,1,1132,16,Matthew,40,23,951,8
James,59,4,1149,6,Matthew,40,23,951,12
1 Samuel,9,15,250,22,Jeremiah,24,26,770,13
1 Samuel,9,16,251,7,John,43,7,1003,24
Psalm,19,36,513,8,John,43,7,1003,37
Isaiah,23,44,722,3,John,43,7,1003,37
Isaiah,23,55,733,1,John,43,7,1003,37
Isaiah,23,59,737,21,John,43,7,1003,16
Isaiah,23,59,737,21,John,43,7,1003,39
Micah,33,5,897,2,John,43,7,1003,42
Matthew,40,11,939,27,John,43,7,1003,29
Matthew,40,11,939,28,John,43,7,1003,37
John,43,7,1003,6,John,43,7,1003,8
John,43,7,1003,6,John,43,7,1003,30
Romans,45,12,1057,2,John,43,7,1003,7
1 Samuel,9,16,251,7,Jeremiah,24,17,761,10
1 Chronicles,13,28,365,9,Jeremiah,24,17,761,10
Psalm,19,1,478,3,Jeremiah,24,17,761,8
Proverbs,20,3,630,5,Jeremiah,24,17,761,7
Proverbs,20,4,631,23,Jeremiah,24,17,761,9
Isaiah,23,61,739,3,Jeremiah,24,17,761,7
Jeremiah,24,20,764,11,Jeremiah,24,17,761,18
Hebrews,58,3,1135,12,Jeremiah,24,17,761,9
1 Samuel,9,16,251,7,Luke,42,16,988,15
Matthew,40,5,933,18,Luke,42,16,988,17
Matthew,40,6,934,24,Luke,42,16,988,13
Matthew,40,11,939,12,Luke,42,16,988,16
Matthew,40,25,953,21,Luke,42,16,988,10
1 John,62,2,1160,15,Luke,42,16,988,13
1 Samuel,9,23,258,16,Isaiah,23,35,713,3
Psalm,19,31,508,19,Isaiah,23,35,713,10
Isaiah,23,30,708,21,Isaiah,23,35,713,8
Isaiah,23,40,718,3,Isaiah,23,35,713,8
Isaiah,23,44,722,3,Isaiah,23,35,713,6
Isaiah,23,49,727,25,Isaiah,23,35,713,4
Isaiah,23,51,729,11,Isaiah,23,35,713,10
Matthew,40,11,939,5,Isaiah,23,35,713,4
Luke,42,7,979,22,Isaiah,23,35,713,5
John,43,14,1010,6,Isaiah,23,35,713,8
1 Corinthians,46,16,1077,13,Isaiah,23,35,713,4
1 Samuel,9,30,265,8,1 Samuel,9,30,265,18
Philippians,50,4,1106,6,1 Samuel,9,30,265,6
1 Peter,60,5,1155,7,1 Samuel,9,30,265,6
1 Samuel,9,30,265,8,1 Samuel,9,23,258,2
Proverbs,20,27,654,17,1 Samuel,9,23,258,16
2 Samuel,10,7,273,18,1 Chronicles,13,17,354,16
2 Samuel,10,15,281,31,2 Samuel,10,17,283,23
2 Samuel,10,15,281,31,2 Samuel,10,17,283,14
1 Kings,11,8,298,25,1 Kings,11,2,292,4
1 Kings,11,17,307,9,Obadiah,31,1,888,20
Joel,29,2,877,1,Obadiah,31,1,888,15
Joel,29,2,877,32,Obadiah,31,1,888,17
Amos,30,1,879,6,Obadiah,31,1,888,11
Galatians,48,6,1096,7,Obadiah,31,1,888,3
1 Kings,11,18,308,21,Joshua,6,24,210,15
1 Kings,11,18,308,21,Matthew,40,6,934,24
Psalm,19,23,500,1,Matthew,40,6,934,33
Psalm,19,37,514,5,Matthew,40,6,934,25
Psalm,19,55,532,22,Matthew,40,6,934,25
Psalm,19,55,532,22,Matthew,40,6,934,31
Psalm,19,84,561,11,Matthew,40,6,934,33
Proverbs,20,16,643,3,Matthew,40,6,934,25
Malachi,39,3,927,10,Matthew,40,6,934,33
Matthew,40,5,933,7,Matthew,40,6,934,14
Matthew,40,6,934,25,Matthew,40,6,934,31
Luke,42,11,983,9,Matthew,40,6,934,29
Romans,45,14,1059,17,Matthew,40,6,934,33
Philippians,50,4,1106,6,Matthew,40,6,934,25
Philippians,50,4,1106,6,Matthew,40,6,934,8
Colossians,51,3,1109,1,Matthew,40,6,934,33
Colossians,51,3,1109,1,Matthew,40,6,934,20
1 Timothy,54,4,1122,8,Matthew,40,6,934,33
Hebrews,58,11,1143,6,Matthew,40,6,934,33
1 Peter,60,5,1155,7,Matthew,40,6,934,25
1 Peter,60,5,1155,7,Matthew,40,6,934,33
1 John,62,2,1160,15,Matthew,40,6,934,24
1 Kings,11,20,310,28,1 Kings,11,20,310,13
2 Kings,12,8,320,12,Nahum,34,3,902,10
Jeremiah,24,51,795,30,Nahum,34,3,902,13
2 Kings,12,13,325,4,2 Kings,12,14,326,26
2 Kings,12,20,332,5,Psalm,19,39,516,12
Psalm,19,90,567,12,Psalm,19,39,516,4
Jeremiah,24,20,764,9,Psalm,19,39,516,3
1 Chronicles,13,28,365,9,James,59,4,1149,8
2 Chronicles,14,7,373,14,James,59,4,1149,9
Psalm,19,37,514,5,James,59,4,1149,15
Proverbs,20,29,656,23,James,59,4,1149,6
Matthew,40,7,935,1,James,59,4,1149,11
Romans,45,12,1057,2,James,59,4,1149,4
Galatians,48,1,1091,10,James,59,4,1149,4
Ephesians,49,3,1099,20,James,59,4,1149,12
James,59,1,1146,22,James,59,4,1149,17
1 Peter,60,5,1155,6,James,59,4,1149,10
1 Peter,60,5,1155,8,James,59,4,1149,7
1 John,62,2,1160,15,James,59,4,1149,4
1 Chronicles,13,28,365,9,1 Samuel,9,16,251,7
Proverbs,20,16,643,2,1 Samuel,9,16,251,7
1 Chronicles,13,28,365,9,John,43,4,1000,24
Psalm,19,145,622,18,John,43,4,1000,24
Isaiah,23,59,737,21,John,43,4,1000,14
Matthew,40,5,933,6,John,43,4,1000,14
John,43,4,1000,10,John,43,4,1000,14
John,43,5,1001,30,John,43,4,1000,34
John,43,7,1003,38,John,43,4,1000,14
John,43,7,1003,38,John,43,4,1000,10
1 Chronicles,13,28,365,9,Psalm,19,139,616,2
Job,18,23,458,10,Psalm,19,139,616,1
Proverbs,20,4,631,23,Psalm,19,139,616,23
Jeremiah,24,1,745,5,Psalm,19,139,616,16
1 Chronicles,13,28,365,9,Jeremiah,24,24,768,7
Jeremiah,24,29,773,13,Jeremiah,24,24,768,7
Jeremiah,24,31,775,33,Jeremiah,24,24,768,7
2 Corinthians,47,6,1083,16,Jeremiah,24,24,768,7
1 Chronicles,13,28,365,9,Psalm,19,9,486,10
Psalm,19,46,523,1,Psalm,19,9,486,9
Isaiah,23,26,704,3,Psalm,19,9,486,10
1 Chronicles,13,29,366,11,Daniel,27,4,853,34
Proverbs,20,29,656,23,Daniel,27,4,853,30
2 Chronicles,14,7,373,14,2 Chronicles,14,6,372,37
2 Chronicles,14,7,373,14,2 Chronicles,14,6,372,27
2 Chronicles,14,7,373,14,Lamentations,25,3,799,40
Psalm,19,25,502,3,Lamentations,25,3,799,25
Psalm,19,31,508,19,Lamentations,25,3,799,23
Proverbs,20,20,647,22,Lamentations,25,3,799,25
Isaiah,23,40,718,31,Lamentations,25,3,799,25
Jeremiah,24,29,773,11,Lamentations,25,3,799,26
Lamentations,25,3,799,44,Lamentations,25,3,799,8
Malachi,39,3,927,6,Lamentations,25,3,799,22
2 Corinthians,47,13,1090,5,Lamentations,25,3,799,40
2 Chronicles,14,7,373,14,Proverbs,20,28,655,13
Proverbs,20,3,630,5,Proverbs,20,28,655,26
Proverbs,20,4,631,23,Proverbs,20,28,655,26
Proverbs,20,10,637,9,Proverbs,20,28,655,18
Proverbs,20,13,640,22,Proverbs,20,28,655,8
Jeremiah,24,17,761,9,Proverbs,20,28,655,26
John,43,9,1005,31,Proverbs,20,28,655,9
1 John,62,1,1159,9,Proverbs,20,28,655,13
2 Chronicles,14,7,373,14,2 Chronicles,14,33,399,12
Proverbs,20,29,656,23,2 Chronicles,14,33,399,23
Proverbs,20,29,656,23,2 Chronicles,14,33,399,10
Philippians,50,4,1106,6,2 Chronicles,14,33,399,12
2 Chronicles,14,7,373,14,Ezekiel,26,18,819,27
Psalm,19,51,528,10,Ezekiel,26,18,819,31
Ezekiel,26,11,812,19,Ezekiel,26,18,819,31
Romans,45,12,1057,2,Ezekiel,26,18,819,31
2 Corinthians,47,5,1082,17,Ezekiel,26,18,819,31
1 Timothy,54,2,1120,4,Ezekiel,26,18,819,23
1 Timothy,54,2,1120,4,Ezekiel,26,18,819,32
2 Chronicles,14,16,382,9,Zechariah,38,4,914,10
2 Timothy,55,1,1125,7,Zechariah,38,4,914,6
Revelation,66,5,1171,6,Zechariah,38,4,914,10
2 Chronicles,14,16,382,9,Proverbs,20,15,642,3
Proverbs,20,15,642,8,Proverbs,20,15,642,29
Proverbs,20,17,644,1,Proverbs,20,15,642,17
Proverbs,20,17,644,22,Proverbs,20,15,642,13
Proverbs,20,29,656,23,Proverbs,20,15,642,33
John,43,9,1005,31,Proverbs,20,15,642,29
Ephesians,49,4,1100,29,Proverbs,20,15,642,7
Ephesians,49,4,1100,29,Proverbs,20,15,642,2
Philippians,50,4,1106,6,Proverbs,20,15,642,8
James,59,5,1150,16,Proverbs,20,15,642,29
Ezra,15,8,410,21,2 Chronicles,14,20,386,3
Isaiah,23,41,719,10,2 Chronicles,14,20,386,17
Ezra,15,8,410,22,1 Peter,60,3,1153,12
Psalm,19,110,587,1,1 Peter,60,3,1153,22
Proverbs,20,20,647,22,1 Peter,60,3,1153,9
Proverbs,20,31,658,30,1 Peter,60,3,1153,4
Isaiah,23,53,731,5,1 Peter,60,3,1153,18
Isaiah,23,53,731,6,1 Peter,60,3,1153,18
Matthew,40,5,933,10,1 Peter,60,3,1153,13
Matthew,40,5,933,44,1 Peter,60,3,1153,9
Matthew,40,11,939,27,1 Peter,60,3,1153,22
Matthew,40,28,956,18,1 Peter,60,3,1153,22
Mark,41,16,972,16,1 Peter,60,3,1153,21
John,43,14,1010,6,1 Peter,60,3,1153,18
Acts,44,2,1019,38,1 Peter,60,3,1153,21
Romans,45,5,1050,8,1 Peter,60,3,1153,18
2 Corinthians,47,5,1082,21,1 Peter,60,3,1153,18
Galatians,48,6,1096,9,1 Peter,60,3,1153,17
Ephesians,49,5,1101,22,1 Peter,60,3,1153,1
Ephesians,49,5,1101,25,1 Peter,60,3,1153,7
Philippians,50,2,1104,2,1 Peter,60,3,1153,8
Colossians,51,4,1110,6,1 Peter,60,3,1153,15
1 Thessalonians,52,5,1115,15,1 Peter,60,3,1153,9
Hebrews,58,9,1141,14,1 Peter,60,3,1153,18
1 Peter,60,2,1152,12,1 Peter,60,3,1153,16
Ezra,15,8,410,22,Ezra,15,7,409,6
Ezra,15,10,412,1,Daniel,27,9,858,20
Isaiah,23,61,739,1,Daniel,27,9,858,24
Matthew,40,24,952,15,Daniel,27,9,858,27
Luke,42,11,983,9,Daniel,27,9,858,3
Nehemiah,16,3,415,1,Nehemiah,16,12,424,39
Nehemiah,16,3,415,1,Jeremiah,24,31,775,38
Psalm,19,34,511,8,Jeremiah,24,31,775,14
Psalm,19,36,513,8,Jeremiah,24,31,775,12
Isaiah,23,43,721,25,Jeremiah,24,31,775,34
Isaiah,23,45,723,17,Jeremiah,24,31,775,3
Isaiah,23,59,737,21,Jeremiah,24,31,775,31
Jeremiah,24,29,773,11,Jeremiah,24,31,775,1
Ezekiel,26,11,812,19,Jeremiah,24,31,775,33
Matthew,40,2,930,18,Jeremiah,24,31,775,15
Matthew,40,24,952,35,Jeremiah,24,31,775,35
2 Corinthians,47,3,1080,3,Jeremiah,24,31,775,33
2 Corinthians,47,6,1083,16,Jeremiah,24,31,775,33
Hebrews,58,8,1140,10,Jeremiah,24,31,775,33
Nehemiah,16,7,419,7,Ezra,15,2,404,2
Nehemiah,16,8,420,10,Proverbs,20,17,644,22
Proverbs,20,20,647,22,Proverbs,20,17,644,13
James,59,1,1146,19,Proverbs,20,17,644,27
1 Peter,60,1,1151,7,Proverbs,20,17,644,3
1 Peter,60,4,1154,8,Proverbs,20,17,644,9
Nehemiah,16,12,424,39,Nehemiah,16,3,415,1
Esther,17,5,430,3,Mark,41,6,962,23
Esther,17,5,430,3,Esther,17,7,432,2
Esther,17,7,432,4,Esther,17,3,428,9
Esther,17,8,433,9,Esther,17,1,426,22
Esther,17,9,434,1,Esther,17,8,433,12
Esther,17,9,434,16,Esther,17,8,433,11
Job,18,1,436,1,Ezekiel,26,14,815,14
Job,18,1,436,1,Ezekiel,26,14,815,20
Job,18,14,449,2,Job,18,8,443,9
Job,18,22,457,28,Matthew,40,21,949,22
Psalm,19,118,595,22,Matthew,40,21,949,42
Isaiah,23,28,706,16,Matthew,40,21,949,42
Matthew,40,7,935,7,Matthew,40,21,949,22
Matthew,40,17,945,20,Matthew,40,21,949,21
Mark,41,11,967,24,Matthew,40,21,949,22
Luke,42,11,983,9,Matthew,40,21,949,22
John,43,2,998,16,Matthew,40,21,949,13
John,43,14,1010,12,Matthew,40,21,949,21
John,43,14,1010,13,Matthew,40,21,949,22
James,59,1,1146,6,Matthew,40,21,949,21
James,59,5,1150,16,Matthew,40,21,949,22
Job,18,22,457,28,Psalm,19,20,497,4
Zechariah,38,4,914,6,Psalm,19,20,497,6
Job,18,22,457,28,Psalm,19,112,589,4
Isaiah,23,58,736,8,Psalm,19,112,589,4
Luke,42,11,983,28,Psalm,19,112,589,1
1 Corinthians,46,15,1076,58,Psalm,19,112,589,6
Job,18,23,458,10,1 Peter,60,1,1151,7
Psalm,19,31,508,19,1 Peter,60,1,1151,4
Psalm,19,37,514,4,1 Peter,60,1,1151,8
Psalm,19,51,528,10,1 Peter,60,1,1151,22
Matthew,40,5,933,8,1 Peter,60,1,1151,22
Matthew,40,24,952,35,1 Peter,60,1,1151,25
Mark,41,16,972,16,1 Peter,60,1,1151,21
John,43,1,997,29,1 Peter,60,1,1151,19
John,43,3,999,3,1 Peter,60,1,1151,23
John,43,13,1009,34,1 Peter,60,1,1151,22
John,43,20,1016,29,1 Peter,60,1,1151,8
Romans,45,8,1053,28,1 Peter,60,1,1151,7
Romans,45,8,1053,29,1 Peter,60,1,1151,20
Romans,45,8,1053,29,1 Peter,60,1,1151,2
Romans,45,12,1057,2,1 Peter,60,1,1151,14
1 Corinthians,46,2,1063,9,1 Peter,60,1,1151,12
2 Corinthians,47,5,1082,15,1 Peter,60,1,1151,14
Galatians,48,5,1095,22,1 Peter,60,1,1151,22
Ephesians,49,1,1097,3,1 Peter,60,1,1151,3
2 Timothy,55,1,1125,7,1 Peter,60,1,1151,22
Hebrews,58,4,1136,12,1 Peter,60,1,1151,23
Hebrews,58,11,1143,1,1 Peter,60,1,1151,7
James,59,1,1146,2,1 Peter,60,1,1151,6
James,59,1,1146,10,1 Peter,60,1,1151,24
James,59,1,1146,12,1 Peter,60,1,1151,6
1 Peter,60,1,1151,3,1 Peter,60,1,1151,23
1 Peter,60,5,1155,8,1 Peter,60,1,1151,13
Revelation,66,13,1179,8,1 Peter,60,1,1151,19
Psalm,19,1,478,1,Psalm,19,26,503,4
Psalm,19,1,478,1,Psalm,19,26,503,12
Psalm,19,27,504,4,Psalm,19,26,503,8
Psalm,19,139,616,23,Psalm,19,26,503,2
Psalm,19,1,478,1,Jeremiah,24,15,759,17
Jeremiah,24,20,764,11,Jeremiah,24,15,759,20
John,43,15,1011,7,Jeremiah,24,15,759,16
Psalm,19,1,478,1,Proverbs,20,13,640,20
Proverbs,20,4,631,23,Proverbs,20,13,640,3
Ecclesiastes,21,2,660,26,Proverbs,20,13,640,22
1 Corinthians,46,15,1076,33,Proverbs,20,13,640,20
James,59,1,1146,19,Proverbs,20,13,640,3
Psalm,19,1,478,1,Job,18,21,456,16
Psalm,19,1,478,4,Job,18,21,456,18
Psalm,19,1,478,1,Psalm,19,34,511,8
Psalm,19,34,511,15,Psalm,19,34,511,17
Psalm,19,34,511,19,Psalm,19,34,511,17
Psalm,19,84,561,11,Psalm,19,34,511,9
Psalm,19,91,568,11,Psalm,19,34,511,7
Psalm,19,145,622,18,Psalm,19,34,511,18
Psalm,19,147,624,3,Psalm,19,34,511,18
Proverbs,20,24,651,16,Psalm,19,34,511,19
Isaiah,23,61,739,1,Psalm,19,34,511,18
Jeremiah,24,17,761,7,Psalm,19,34,511,8
Matthew,40,6,934,33,Psalm,19,34,511,9
Luke,42,11,983,9,Psalm,19,34,511,10
Luke,42,11,983,9,Psalm,19,34,511,4
Romans,45,12,1057,2,Psalm,19,34,511,8
Philippians,50,4,1106,6,Psalm,19,34,511,5
James,59,5,1150,16,Psalm,19,34,511,15
1 Peter,60,5,1155,7,Psalm,19,34,511,15
Psalm,19,1,478,1,Deuteronomy,5,28,180,2
Proverbs,20,28,655,1,Deuteronomy,5,28,180,7
Haggai,37,2,910,17,Deuteronomy,5,28,180,22
Psalm,19,1,478,1,Proverbs,20,1,628,15
Isaiah,23,44,722,3,Proverbs,20,1,628,23
Psalm,19,1,478,1,Genesis,1,49,48,6
Psalm,19,1,478,3,Ezekiel,26,47,848,12
Psalm,19,1,478,3,Ezekiel,26,19,820,10
Psalm,19,1,478,3,Psalm,19,92,569,14
Psalm,19,23,500,5,Psalm,19,92,569,10
Isaiah,23,55,733,8,Psalm,19,92,569,5
Galatians,48,5,1095,22,Psalm,19,92,569,14
Psalm,19,1,478,3,Genesis,1,39,38,3
Psalm,19,1,478,6,Nahum,34,1,900,7
1 Corinthians,46,8,1069,3,Nahum,34,1,900,7
2 Timothy,55,2,1126,19,Nahum,34,1,900,7
Psalm,19,2,479,7,Acts,44,13,1030,33
Isaiah,23,49,727,6,Acts,44,13,1030,47
Matthew,40,1,929,21,Acts,44,13,1030,23
Hebrews,58,1,1133,5,Acts,44,13,1030,33
Psalm,19,2,479,7,Matthew,40,3,931,17
Isaiah,23,40,718,3,Matthew,40,3,931,1
Isaiah,23,61,739,1,Matthew,40,3,931,16
Matthew,40,6,934,33,Matthew,40,3,931,2
Matthew,40,9,937,13,Matthew,40,3,931,2
2 Peter,61,1,1156,17,Matthew,40,3,931,17
Psalm,19,2,479,7,Hebrews,58,5,1137,5
Psalm,19,34,511,4,Hebrews,58,5,1137,7
Isaiah,23,45,723,17,Hebrews,58,5,1137,9
Hebrews,58,1,1133,5,Hebrews,58,5,1137,5
Hebrews,58,5,1137,12,Hebrews,58,5,1137,13
1 Peter,60,2,1152,2,Hebrews,58,5,1137,12
Psalm,19,3,480,3,Psalm,19,28,505,7
Psalm,19,3,480,3,Genesis,1,15,14,1
Isaiah,23,41,719,10,Genesis,1,15,14,1
Romans,45,8,1053,31,Genesis,1,15,14,1
Hebrews,58,13,1145,6,Genesis,1,15,14,1
Psalm,19,3,480,3,Psalm,19,18,495,2
Psalm,19,34,511,4,Psalm,19,18,495,6
Psalm,19,91,568,2,Psalm,19,18,495,2
Jonah,32,2,890,2,Psalm,19,18,495,4
Habakkuk,35,3,905,19,Psalm,19,18,495,33
Hebrews,58,13,1145,6,Psalm,19,18,495,1
Psalm,19,3,480,3,Isaiah,23,60,738,19
Psalm,19,27,504,1,Isaiah,23,60,738,19
Isaiah,23,41,719,10,Isaiah,23,60,738,19
Isaiah,23,45,723,17,Isaiah,23,60,738,19
2 Corinthians,47,4,1081,6,Isaiah,23,60,738,2
Ephesians,49,5,1101,14,Isaiah,23,60,738,1
Psalm,19,3,480,3,Psalm,19,84,561,11
Psalm,19,23,500,1,Psalm,19,84,561,11
Psalm,19,27,504,1,Psalm,19,84,561,11
Psalm,19,27,504,4,Psalm,19,84,561,10
Psalm,19,27,504,4,Psalm,19,84,561,4
Psalm,19,63,540,1,Psalm,19,84,561,2
Psalm,19,118,595,24,Psalm,19,84,561,10
Isaiah,23,40,718,31,Psalm,19,84,561,7
Matthew,40,6,934,33,Psalm,19,84,561,11
Romans,45,8,1053,31,Psalm,19,84,561,11
Philippians,50,4,1106,19,Psalm,19,84,561,11
Psalm,19,3,480,3,Psalm,19,110,587,7
Mark,41,14,970,62,Psalm,19,110,587,1
Psalm,19,3,480,3,Revelation,66,21,1187,11
Isaiah,23,25,703,8,Revelation,66,21,1187,4
Isaiah,23,44,722,3,Revelation,66,21,1187,6
Jeremiah,24,31,775,33,Revelation,66,21,1187,3
Matthew,40,5,933,4,Revelation,66,21,1187,4
Mark,41,16,972,16,Revelation,66,21,1187,8
Luke,42,9,981,26,Revelation,66,21,1187,8
John,43,1,997,1,Revelation,66,21,1187,6
John,43,4,1000,10,Revelation,66,21,1187,6
2 Corinthians,47,6,1083,16,Revelation,66,21,1187,3
2 Corinthians,47,6,1083,16,Revelation,66,21,1187,7
2 Peter,61,3,1158,10,Revelation,66,21,1187,1
Revelation,66,1,1167,8,Revelation,66,21,1187,6
Revelation,66,7,1173,17,Revelation,66,21,1187,4
Revelation,66,13,1179,8,Revelation,66,21,1187,27
Revelation,66,19,1185,7,Revelation,66,21,1187,9
Revelation,66,19,1185,7,Revelation,66,21,1187,2
Revelation,66,22,1188,13,Revelation,66,21,1187,6
Psalm,19,3,480,3,Psalm,19,62,539,7
Psalm,19,25,502,3,Psalm,19,62,539,5
Psalm,19,46,523,1,Psalm,19,62,539,7
Psalm,19,55,532,22,Psalm,19,62,539,6
Psalm,19,55,532,22,Psalm,19,62,539,2
Psalm,19,55,532,22,Psalm,19,62,539,8
Proverbs,20,3,630,5,Psalm,19,62,539,8
Lamentations,25,2,798,19,Psalm,19,62,539,8
Philippians,50,4,1106,6,Psalm,19,62,539,8
Psalm,19,14,491,3,Romans,45,3,1048,10
Romans,45,1,1046,17,Romans,45,3,1048,21
Romans,45,3,1048,23,Romans,45,3,1048,9
Ephesians,49,2,1098,8,Romans,45,3,1048,22
James,59,3,1148,8,Romans,45,3,1048,13
Psalm,19,19,496,7,Psalm,19,111,588,7
Revelation,66,15,1181,3,Psalm,19,111,588,2
Psalm,19,20,497,4,Psalm,19,21,498,2
Psalm,19,37,514,4,Psalm,19,21,498,1
Psalm,19,46,523,10,Psalm,19,21,498,13
Psalm,19,22,499,1,Mark,41,15,971,34
Psalm,19,22,499,1,Matthew,40,27,955,46
Matthew,40,16,944,16,Matthew,40,27,955,54
Psalm,19,23,500,1,Philippians,50,4,1106,19
Psalm,19,37,514,5,Philippians,50,4,1106,6
Psalm,19,55,532,22,Philippians,50,4,1106,6
Psalm,19,62,539,8,Philippians,50,4,1106,6
Proverbs,20,3,630,6,Philippians,50,4,1106,6
Proverbs,20,16,643,3,Philippians,50,4,1106,6
Isaiah,23,26,704,3,Philippians,50,4,1106,7
Isaiah,23,41,719,10,Philippians,50,4,1106,13
Luke,42,18,990,1,Philippians,50,4,1106,6
John,43,14,1010,27,Philippians,50,4,1106,7
John,43,15,1011,5,Philippians,50,4,1106,13
1 Corinthians,46,16,1077,13,Philippians,50,4,1106,1
1 Corinthians,46,16,1077,13,Philippians,50,4,1106,13
2 Corinthians,47,12,1089,9,Philippians,50,4,1106,13
Galatians,48,5,1095,22,Philippians,50,4,1106,4
Ephesians,49,3,1099,16,Philippians,50,4,1106,13
Ephesians,49,6,1102,10,Philippians,50,4,1106,13
Ephesians,49,6,1102,18,Philippians,50,4,1106,6
Philippians,50,2,1104,25,Philippians,50,4,1106,18
1 Thessalonians,52,5,1115,16,Philippians,50,4,1106,4
1 Thessalonians,52,5,1115,18,Philippians,50,4,1106,6
1 Peter,60,5,1155,7,Philippians,50,4,1106,6
Revelation,66,13,1179,8,Philippians,50,4,1106,3
Psalm,19,23,500,1,1 Peter,60,2,1152,25
Psalm,19,34,511,8,1 Peter,60,2,1152,2
Psalm,19,118,595,22,1 Peter,60,2,1152,4
Proverbs,20,20,647,22,1 Peter,60,2,1152,23
Isaiah,23,28,706,16,1 Peter,60,2,1152,6
Isaiah,23,45,723,17,1 Peter,60,2,1152,6
Isaiah,23,53,731,4,1 Peter,60,2,1152,24
Isaiah,23,53,731,5,1 Peter,60,2,1152,24
Isaiah,23,53,731,6,1 Peter,60,2,1152,25
Hosea,28,2,863,23,1 Peter,60,2,1152,9
Matthew,40,5,933,11,1 Peter,60,2,1152,23
Matthew,40,5,933,16,1 Peter,60,2,1152,12
Matthew,40,8,936,17,1 Peter,60,2,1152,24
Matthew,40,18,946,3,1 Peter,60,2,1152,2
John,43,14,1010,6,1 Peter,60,2,1152,4
Acts,44,8,1025,32,1 Peter,60,2,1152,21
Acts,44,26,1043,18,1 Peter,60,2,1152,9
Romans,45,12,1057,1,1 Peter,60,2,1152,5
Romans,45,12,1057,1,1 Peter,60,2,1152,10
1 Corinthians,46,6,1067,19,1 Peter,60,2,1152,5
2 Corinthians,47,5,1082,21,1 Peter,60,2,1152,22
Galatians,48,5,1095,13,1 Peter,60,2,1152,16
Galatians,48,6,1096,9,1 Peter,60,2,1152,15
Philippians,50,2,1104,5,1 Peter,60,2,1152,21
Colossians,51,3,1109,23,1 Peter,60,2,1152,15
Colossians,51,3,1109,23,1 Peter,60,2,1152,13
Hebrews,58,4,1136,12,1 Peter,60,2,1152,4
Hebrews,58,5,1137,12,1 Peter,60,2,1152,2
1 John,62,2,1160,6,1 Peter,60,2,1152,21
Psalm,19,23,500,1,Ezekiel,26,34,835,11
Isaiah,23,44,722,3,Ezekiel,26,34,835,26
Jeremiah,24,23,767,1,Ezekiel,26,34,835,2
Jeremiah,24,29,773,11,Ezekiel,26,34,835,11
Luke,42,19,991,10,Ezekiel,26,34,835,16
John,43,10,1006,10,Ezekiel,26,34,835,2
Psalm,19,23,500,1,Revelation,66,7,1173,17
John,43,4,1000,10,Revelation,66,7,1173,17
Revelation,66,21,1187,4,Revelation,66,7,1173,17
Psalm,19,23,500,1,1 Peter,60,5,1155,4
Psalm,19,37,514,5,1 Peter,60,5,1155,7
Psalm,19,55,532,22,1 Peter,60,5,1155,7
Proverbs,20,16,643,3,1 Peter,60,5,1155,7
